charge_air_setpoint_mbar	300	exhaust_gas_setpoint_mbar	100	rail_pressure_setpoint_bar	1000	speed_setpoint_rpm	1200	Enable_Inj1	0	Duration_Inj1_usec	0	Timing_Inj1_DBTDC	50	Enable_Inj2	0	Duration_Inj2_usec	0	Timing_Inj2_DBTDC	40	Enable_Inj3	1	Duration_Inj3(MAIN)_usec	257	Timing_Inj3_DBTDC	7	GasInjectionEnable	1	GasInjDuration_usec	22500	GasInjTiming(DBTDC)	350	charge_air_pres_measured_mbar	577	charge_air_mass_flow_meas_gperh	79906	charge_air_temperature_meas_x1000degC	17286
73,737	71,125	71,876	71,916	71,860	71,668	71,924	71,405	72,627	71,588	72,267	71,828	71,836	71,724	70,934	71,197	72,387	71,740	72,195	70,853	71,165	72,004	71,021	70,966	72,435	71,892	72,379	70,910	71,948	71,677	71,604	70,918	71,573	71,477	71,277	71,581	72,867	72,283	71,445	72,140	72,571	72,044	71,860	71,133	71,948	71,365	72,315	71,532	70,470	72,427	70,502	71,677	72,140	72,060	72,140	72,012	72,699	71,429	70,446	72,531	72,012	72,683	71,053	71,709	71,125	72,411	71,397	71,061	72,555	73,250	71,780	72,587	72,962	72,235	71,828	71,661	72,172	71,509	72,140	72,371	72,379	72,076	71,269	71,293	70,957	71,772	70,837	70,998	72,611	72,299	72,283	72,292	71,349	72,962	72,172	73,066	71,884	71,509	72,387	71,843
75,670	72,020	71,740	73,425	73,314	72,747	72,499	71,165	73,777	73,521	73,074	72,771	72,499	71,693	71,429	72,115	71,780	72,124	73,793	71,996	71,484	73,186	71,285	71,085	73,713	71,876	73,985	72,260	73,050	71,820	72,435	72,211	72,763	71,876	73,282	72,955	73,729	73,450	71,069	72,571	74,680	72,507	72,890	72,140	73,666	72,347	73,378	72,507	70,766	73,602	71,301	71,652	73,602	73,666	72,251	73,410	74,297	72,987	71,405	73,737	73,026	73,953	71,564	71,693	73,122	72,267	72,276	72,515	72,810	73,753	72,315	74,544	72,923	72,923	73,058	72,971	73,441	73,434	73,985	72,595	73,122	73,003	71,293	71,924	72,283	72,227	72,499	72,531	73,689	73,569	72,955	73,602	73,218	71,988	73,058	74,432	72,555	72,115	73,482	72,755
76,070	73,961	73,250	74,960	75,278	74,879	74,320	73,226	74,624	75,742	74,504	74,313	74,576	73,186	73,242	74,097	73,194	73,889	75,655	74,416	73,370	74,608	73,194	73,018	75,231	73,489	75,582	74,336	74,608	73,106	74,009	74,376	74,384	73,521	75,335	75,303	75,630	75,183	72,787	74,129	76,461	73,945	74,504	74,528	76,070	74,432	74,999	74,208	73,018	74,831	73,138	73,090	75,223	75,455	73,450	75,119	75,103	75,159	73,537	75,262	74,903	74,712	73,450	73,138	74,760	73,697	74,081	75,047	74,232	74,967	73,937	76,525	73,937	74,384	75,327	74,799	74,664	75,607	75,774	73,873	74,736	74,224	72,675	73,713	74,504	73,753	74,608	74,831	74,840	75,199	74,856	74,872	75,383	72,499	74,624	75,494	74,400	73,673	74,815	74,441
75,127	75,407	75,079	75,455	76,373	76,293	75,886	75,662	74,544	76,517	75,534	75,103	76,389	74,592	74,808	75,790	75,294	75,639	76,525	76,245	75,287	75,167	75,367	75,039	76,038	75,167	76,022	75,591	75,414	74,728	75,143	75,526	75,407	75,223	76,166	76,820	76,852	76,325	75,135	75,639	76,381	75,407	75,398	76,270	77,172	76,141	75,910	75,271	75,303	75,231	74,496	74,776	75,503	76,254	74,872	75,534	74,728	76,118	74,911	76,093	76,030	74,951	75,262	74,783	74,960	75,414	75,367	76,852	75,662	75,974	75,247	77,068	75,231	75,343	76,637	75,686	75,303	76,485	76,229	75,287	75,846	74,672	73,897	75,199	75,966	75,278	75,966	76,046	75,391	76,157	76,277	75,255	76,493	73,985	75,862	75,607	75,782	75,143	75,359	75,596
73,793	75,702	75,846	74,704	76,022	76,493	76,221	77,060	74,281	76,213	76,166	74,640	76,469	75,439	75,686	76,581	76,772	76,629	76,341	76,765	76,166	74,944	76,613	75,830	75,423	76,125	75,223	75,383	75,287	75,471	75,303	75,694	75,550	76,493	75,542	77,675	77,052	76,373	76,892	76,717	75,351	76,181	75,391	76,653	76,629	77,060	75,846	75,327	76,820	75,071	75,183	75,446	75,167	75,630	75,623	74,751	74,129	75,774	75,239	75,766	75,982	74,456	76,549	75,335	74,025	75,998	75,630	77,228	76,150	76,860	76,038	76,620	75,966	75,726	76,685	75,662	75,566	75,822	75,702	76,006	76,181	74,448	74,808	76,166	76,261	75,830	75,095	76,173	75,287	75,998	76,365	75,039	75,926	74,863	76,102	75,207	76,302	75,998	75,031	75,815
73,586	75,878	76,293	74,384	75,806	76,293	75,957	77,451	74,600	75,950	76,685	74,512	76,437	76,525	76,604	77,068	77,739	77,299	76,173	76,772	76,900	75,287	77,571	76,493	75,039	76,620	75,199	74,944	75,071	76,006	75,510	75,662	75,534	77,308	75,135	77,739	77,004	76,509	77,843	77,428	74,376	76,965	75,294	76,237	75,790	77,467	76,109	75,391	77,587	75,167	75,734	76,046	75,375	75,239	76,525	74,424	74,384	75,223	75,183	75,534	75,439	74,560	77,244	75,598	73,641	75,918	75,926	77,180	76,477	77,755	76,740	76,277	76,756	76,245	76,996	75,639	76,006	75,127	75,607	76,813	76,461	74,472	75,718	76,469	76,365	76,317	74,161	75,934	75,726	76,054	76,197	75,503	75,239	75,894	76,221	75,686	76,485	76,405	74,856	75,990
74,887	75,998	76,797	75,039	75,846	76,229	76,046	77,132	75,063	76,189	76,852	75,526	77,124	77,596	77,100	76,908	78,066	77,515	76,341	76,261	77,116	76,357	77,779	77,196	75,239	77,068	76,245	75,008	75,278	76,357	76,181	75,838	75,294	77,084	75,534	76,965	77,803	76,804	77,715	77,324	74,872	77,371	75,655	76,189	75,941	77,116	76,581	76,070	77,515	75,838	75,742	76,357	76,038	76,006	77,555	75,247	75,135	75,574	75,135	76,245	75,766	75,510	77,180	76,461	74,496	76,445	76,277	76,637	77,204	77,691	76,685	76,701	77,523	76,868	77,156	75,998	75,910	75,335	75,982	77,316	76,645	74,783	76,054	76,038	75,902	76,940	74,168	75,830	76,829	76,365	76,461	76,381	75,383	77,267	76,245	76,477	76,533	75,966	75,223	76,318
77,188	75,982	76,541	76,086	75,375	76,254	76,325	76,270	75,974	76,876	76,077	76,724	77,867	78,003	76,981	76,661	77,547	77,140	76,900	75,519	76,996	77,603	77,108	77,387	75,957	76,829	77,523	75,215	75,766	76,293	76,637	75,750	75,455	76,445	76,173	76,205	78,266	77,316	76,820	76,876	75,918	76,981	76,014	76,437	76,788	76,820	77,132	76,381	76,270	76,573	75,846	76,341	76,933	77,251	78,259	76,293	76,341	76,046	75,359	76,845	76,693	76,517	76,277	77,555	75,655	77,124	76,109	76,022	77,851	77,276	75,926	77,523	77,387	77,196	77,076	76,565	76,134	75,806	76,733	76,781	76,405	74,911	75,519	75,574	75,630	77,467	75,103	75,822	77,628	77,196	76,693	77,212	76,613	78,881	76,381	77,547	76,254	75,982	76,054	76,594
79,944	77,124	76,892	77,635	76,277	77,612	77,523	76,653	78,434	79,049	76,836	77,779	78,897	78,546	77,659	77,747	77,667	78,242	79,025	76,501	77,715	79,208	77,419	77,435	77,691	77,276	78,961	76,701	77,276	76,629	77,659	77,100	77,428	77,875	77,987	77,859	79,256	78,857	77,180	78,250	77,987	77,971	77,100	77,962	78,322	78,322	79,065	77,188	76,014	78,482	77,435	76,820	78,818	78,825	78,833	78,011	78,881	77,612	76,717	77,843	78,003	77,883	76,892	78,354	76,996	77,875	77,060	77,643	78,570	78,722	77,116	79,169	77,899	78,554	78,378	78,346	77,987	76,996	78,849	76,981	77,371	75,655	76,254	77,052	77,435	78,770	76,461	77,675	78,713	79,169	77,651	78,849	78,922	79,376	77,859	79,736	77,283	77,779	77,987	77,861
81,908	80,016	79,041	79,624	79,808	80,471	80,359	79,017	81,142	81,517	79,601	79,256	80,759	79,808	79,401	80,064	79,967	80,782	81,845	79,065	79,601	80,503	79,329	78,538	80,775	79,528	80,974	79,433	80,080	78,761	79,480	79,488	80,455	80,727	80,463	81,302	82,085	81,517	79,392	81,014	81,150	80,614	79,832	80,727	81,142	81,142	81,908	79,224	78,234	80,814	79,560	78,929	81,174	81,038	79,992	80,607	80,782	80,215	78,722	80,367	80,591	79,856	79,360	79,073	78,434	79,608	79,760	80,655	80,327	82,028	80,103	81,813	80,367	80,519	81,653	80,503	81,006	80,311	81,501	79,449	80,718	78,210	78,873	79,944	80,591	80,447	78,474	80,575	80,750	81,557	80,598	80,519	81,238	79,337	80,679	82,204	79,887	80,319	80,582	80,257
